Numer	Journal	Field
	British Journal of Developmental Disabilities	Public Health & Health Services
	British Journal of Learning Disabilities	Public Health & Health Services
	British Journal of Occupational Therapy	Public Health & Health Services
	Canadian journal of occupational therapy. Revue canadienne d'ergotherapie	Public Health & Health Services
	Clinical Rehabilitation	Public Health & Health Services
	Critical Reviews in Physical and Rehabilitation Medicine	Public Health & Health Services
	Developmental Neurorehabilitation	Public Health & Health Services
	Disability & Rehabilitation (Informa)	Public Health & Health Services
	Disability & Society	Public Health & Health Services
	Disability and rehabilitation. Assistive technology	Public Health & Health Services
	Education and Training in Developmental Disabilities	Public Health & Health Services
	Education and Training in Mental Retardation and Developmental Disabilities	Public Health & Health Services
	Education and training of the mentally retarded	Public Health & Health Services
	Europa medicophysica	Public Health & Health Services
	European journal of physical and rehabilitation medicine	Public Health & Health Services
	Eurorehab	Public Health & Health Services
	Fizjoterapia Polska	Public Health & Health Services
	FTR - Turkiye Fiziksel Tip ve Rehabilitasyon Dergisi	Public Health & Health Services
	Intellectual and Developmental Disabilities	Public Health & Health Services
	International Journal of Rehabilitation Research	Public Health & Health Services
	International review of research in mental retardation	Public Health & Health Services
	Journal of allied health	Public Health & Health Services
	Journal of Applied Research in Intellectual Disabilities	Public Health & Health Services
	Journal of Developmental and Physical Disabilities	Public Health & Health Services
	Journal of Disability Policy Studies	Public Health & Health Services
	Journal of geriatric physical therapy (2001)	Public Health & Health Services
	Journal of Head Trauma Rehabilitation	Public Health & Health Services
	Journal of Intellectual and Developmental Disability (Informa)	Public Health & Health Services
	Journal of Intellectual Disabilities	Public Health & Health Services
	Journal of Intellectual Disability Research	Public Health & Health Services
	Journal of music therapy	Public Health & Health Services
	Journal of NeuroEngineering and Rehabilitation	Public Health & Health Services
	Journal of Neurologic Physical Therapy	Public Health & Health Services
	Journal of Occupational Rehabilitation	Public Health & Health Services
	Journal of Occupational Science	Public Health & Health Services
	Journal of Physical Therapy Science	Public Health & Health Services
	Journal of Prosthetics and Orthotics	Public Health & Health Services
	Journal of rehabilitation	Public Health & Health Services
	Journal of Rehabilitation Medicine	Public Health & Health Services
	Journal of Rehabilitation Research and Development	Public Health & Health Services
	Journal of the Association for Persons with Severe Handicaps	Public Health & Health Services
	Journal of the Japanese Physical Therapy Association	Public Health & Health Services
	Journal of visual impairment & blindness	Public Health & Health Services
	Journal of Vocational Rehabilitation	Public Health & Health Services
	Mental retardation	Public Health & Health Services
	Neuropsychological Rehabilitation	Public Health & Health Services
	NeuroRehabilitation	Public Health & Health Services
	Neurorehabilitation and Neural Repair	Public Health & Health Services
	Occupational Therapy in Health Care (Haworth)	Public Health & Health Services
	Occupational Therapy in Mental Health	Public Health & Health Services
	Occupational Therapy International	Public Health & Health Services
	Occupational Therapy Journal of Research	Public Health & Health Services
	OT Practice	Public Health & Health Services
	OTJR Occupation, Participation and Health	Public Health & Health Services
	Pediatric Physical Therapy	Public Health & Health Services
	Pediatric rehabilitation	Public Health & Health Services
	Physical & Occupational Therapy in Geriatrics (Haworth)	Public Health & Health Services
	Physical & Occupational Therapy in Pediatrics (Haworth)	Public Health & Health Services
	Physical Medicine and Rehabilitation Clinics of North America	Public Health & Health Services
	Physical Therapy	Public Health & Health Services
	Physikalische Medizin, Rehabilitationsmedizin, Kurortmedizin	Public Health & Health Services
	Physiotherapy	Public Health & Health Services
	Physiotherapy Research International	Public Health & Health Services
	Physiotherapy Singapore	Public Health & Health Services
	Physiotherapy Theory and Practice	Public Health & Health Services
	Prosthetics and Orthotics International	Public Health & Health Services
	Rehabilitacia	Public Health & Health Services
	Rehabilitation Counseling Bulletin	Public Health & Health Services
	Rehabilitation Psychology	Public Health & Health Services
	Rehabilitation, Die	Public Health & Health Services
	Research and practice for persons with severe disabilities : the journal of TASH	Public Health & Health Services
	Research in Autism Spectrum Disorders	Public Health & Health Services
	Research in Developmental Disabilities	Public Health & Health Services
	Rigakuryoho Kagaku	Public Health & Health Services
	Scandinavian Journal of Occupational Therapy (Informa)	Public Health & Health Services
	Sexuality and Disability	Public Health & Health Services
	Spinal cord : the official journal of the International Medical Society of Paraplegia	Public Health & Health Services
	Technology and disability	Public Health & Health Services
	The American journal of occupational therapy. : official publication of the American Occupational Therapy Association	Public Health & Health Services
	The Arts in Psychotherapy	Public Health & Health Services
	The Australian journal of physiotherapy	Public Health & Health Services
	The journal of spinal cord medicine	Public Health & Health Services
	Topics in Geriatric Rehabilitation	Public Health & Health Services
	Topics in spinal cord injury rehabilitation	Public Health & Health Services
	Topics in stroke rehabilitation	Public Health & Health Services
	Work (Reading, Mass.)	Public Health & Health Services
	Advances in Speech Language Pathology	Public Health & Health Services
	American journal of speech-language pathology / American Speech-Language-Hearing Association	Public Health & Health Services
	Aphasiology	Public Health & Health Services
	Applied Psycholinguistics	Public Health & Health Services
	ASHA Leader	Public Health & Health Services
	Augmentative and Alternative Communication (Informa)	Public Health & Health Services
	Child Language Teaching & Therapy	Public Health & Health Services
	Clinical Linguistics & Phonetics (Informa)	Public Health & Health Services
	Computer Speech and Language	Public Health & Health Services
	Dysphagia	Public Health & Health Services
	First Language	Public Health & Health Services
	Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics (IALP)	Public Health & Health Services
